GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC01_EST_VC16,HC01_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC01_EST_VC41,HC01_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC01_EST_VC44,HC01_MOE_VC44,HC01_EST_VC45,HC01_MOE_VC45,HC01_EST_VC46,HC01_MOE_VC46,HC01_EST_VC47,HC01_MOE_VC47,HC01_EST_VC48,HC01_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC01_EST_VC50,HC01_MOE_VC50,HC01_EST_VC52,HC01_MOE_VC52,HC01_EST_VC53,HC01_MOE_VC53,HC01_EST_VC54,HC01_MOE_VC54,HC01_EST_VC55,HC01_MOE_VC55,HC01_EST_VC56,HC01_MOE_VC56,HC01_EST_VC58,HC01_MOE_VC58,HC01_EST_VC59,HC01_MOE_VC59,HC01_EST_VC60,HC01_MOE_VC60,HC01_EST_VC61,HC01_MOE_VC61,HC01_EST_VC62,HC01_MOE_VC62,HC01_EST_VC63,HC01_MOE_VC63,Filename,HC01_EST_VC29,HC01_MOE_VC29,HC01_EST_VC40,HC01_MOE_VC40,HC01_EST_VC51,HC01_MOE_VC51,HC01_EST_VC66,HC01_MOE_VC66,HC01_EST_VC67,HC01_MOE_VC67,HC01_EST_VC68,HC01_MOE_VC68,HC01_EST_VC69,HC01_MOE_VC69,HC01_EST_VC70,HC01_MOE_VC70,HC01_EST_VC71,HC01_MOE_VC71,HC01_EST_VC65,HC01_MOE_VC65,year
0500000US12103,12103,"Pinellas County, Florida",420895,5685,88.3,0.9,81.9,1.1,6.5,0.7,5.1,0.6,0.8,0.3,0.6,0.2,1.04,0.01,1.9,0.4,1.8,0.3,0.9,0.4,2,0.4,5.1,0.6,NA,NA,99.1,0.2,86.6,1,12.5,1,0.9,0.2,NA,NA,89.1,0.9,30.8,1,58.4,1.2,10.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399363,5750,NA,NA,2.7,0.4,2,0.4,2.6,0.5,7.6,0.8,9.1,0.7,16.2,1,13.7,1,7.4,0.7,24.3,1.3,NA,NA,NA,NA,11.8,0.8,13.7,1.1,16.2,1.1,16.9,1.1,7.8,0.7,7,0.7,7.3,0.7,5.6,0.7,24.3,0.5,NA,NA,418525,5802,3.4,0.6,28.1,1.3,47,1.6,21.4,1.3,NA,NA,/ACS_14_1YR_S0801.csv,NA,NA,14.3,1,13.7,1,16.2,NA,17.6,NA,28.5,NA,20.6,NA,1.5,NA,NA,NA,11.7,NA,14
0500000US12115,12115,"Sarasota County, Florida",158614,4589,89.9,1.4,83.4,1.9,6.4,1.2,5.6,1,0.6,0.3,0.3,0.3,1.04,0.01,0.5,0.2,1,0.5,2,0.8,0.9,0.3,5.7,0.9,NA,NA,98.3,0.5,85.7,1.6,12.6,1.5,1.7,0.5,NA,NA,83.4,2.2,23.9,2.1,59.5,2.8,16.6,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149538,4648,NA,NA,2,0.6,1.7,0.6,3.3,0.9,7.7,1.4,9.4,1.4,12.6,1.8,17,2,6.9,0.9,25.7,2.1,NA,NA,NA,NA,8.1,1.2,13.9,2,16.8,2.2,27.6,2.8,5.3,1.1,3.5,0.9,4.8,1,2.9,0.7,22.3,0.7,NA,NA,158314,4572,1.7,0.8,24.8,2.4,50.4,2.9,23.2,2.5,NA,NA,/ACS_14_1YR_S0801.csv,NA,NA,13.6,1.7,17.1,2.3,11,NA,11.7,NA,32,NA,16,NA,1.6,NA,NA,NA,9.1,NA,14
0500000US12057,12057,"Hillsborough County, Florida",634323,8153,88.9,0.7,80.1,0.9,8.9,0.7,6.6,0.6,1.3,0.3,1,0.2,1.06,0.01,1.7,0.3,1.4,0.3,0.6,0.2,1,0.2,6.4,0.6,NA,NA,99.3,0.2,87.8,0.7,11.6,0.7,0.7,0.2,NA,NA,93.9,0.7,30.4,0.9,63.5,1.1,6.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593729,8666,NA,NA,3.5,0.4,3.2,0.4,4.1,0.5,9.7,0.8,10.1,0.7,16.8,0.9,12,0.8,5.8,0.6,24.4,1,NA,NA,NA,NA,8.9,0.7,11.5,0.8,14.2,0.7,16.4,0.9,6.8,0.5,8.1,0.6,10.1,0.8,7.7,0.7,27.2,0.5,NA,NA,631339,8178,3,0.4,25.5,1,46.4,1.5,25.2,1.3,NA,NA,/ACS_15_1YR_S0801.csv,NA,NA,10.4,0.7,16.2,0.9,10.8,NA,11.8,NA,19,NA,15.5,NA,1.5,NA,NA,NA,9.4,NA,15
0500000US12081,12081,"Manatee County, Florida",145681,5295,85.5,1.8,76.9,2.2,8.5,1.4,6.8,1.4,1.1,0.4,0.7,0.4,1.06,0.01,2.2,1,1.6,0.7,1.2,0.8,1.8,0.7,7.7,1.2,NA,NA,98.8,0.5,70.9,2.3,27.9,2.3,1.2,0.5,NA,NA,41.2,2.5,7.3,1.2,33.9,2.4,58.8,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134494,5287,NA,NA,3.9,1,2.7,0.8,3.6,0.9,6.8,1.3,8.1,1.7,15.3,1.8,13.2,2,6.5,1.3,26.3,2.2,NA,NA,NA,NA,7.7,1.3,11.8,1.8,16.6,2,21.8,2.5,7.1,1.6,5.4,1,6.1,1.1,6.3,1.3,26.4,1.4,NA,NA,145194,5249,2.9,1.2,20.4,2.2,46.4,3.2,30.4,3.4,NA,NA,/ACS_15_1YR_S0801.csv,NA,NA,13.5,1.5,17.1,2,13.6,NA,17.1,NA,28.5,NA,20,NA,0.4,NA,NA,NA,12.7,NA,15
0500000US12103,12103,"Pinellas County, Florida",438579,6556,86.6,1,78.4,1.1,8.2,0.7,6.7,0.7,1,0.3,0.6,0.2,1.05,0.01,1.8,0.4,1.7,0.3,1.5,0.4,2,0.4,6.4,0.7,NA,NA,99,0.2,86.4,0.9,12.6,0.9,1,0.2,NA,NA,88.9,0.9,30.8,1.2,58.1,1.5,11.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410421,6865,NA,NA,2.3,0.4,1.8,0.3,3.1,0.5,8,0.7,9.4,0.6,16,1.1,13.7,0.8,6.7,0.6,26.2,1.2,NA,NA,NA,NA,12.2,0.8,14.8,0.9,17.3,1,16.5,0.9,6.5,0.6,6.1,0.8,7.3,0.7,5.7,0.6,24.2,0.6,NA,NA,436441,6772,3.1,0.5,28.2,1.4,44.8,1.5,23.9,1.4,NA,NA,/ACS_15_1YR_S0801.csv,NA,NA,12.8,0.8,13.6,0.9,14.8,NA,15.8,NA,26.9,NA,19.4,NA,1,NA,NA,NA,10,NA,15
0500000US12115,12115,"Sarasota County, Florida",155974,5374,89.3,1.6,83.7,2.1,5.6,1.2,4.6,1.1,0.7,0.4,0.3,0.2,1.04,0.01,0.8,0.4,0.8,0.4,0.8,0.4,1.1,0.5,7.2,1.1,NA,NA,98.3,0.5,85.4,1.7,12.9,1.7,1.7,0.5,NA,NA,78.6,2.3,22.1,2,56.5,2.5,21.4,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144777,5353,NA,NA,4.2,1,2.6,1.1,2.7,1,5.9,1.3,9.3,1.4,14.2,1.9,16.7,1.7,6.8,1.2,24.5,2,NA,NA,NA,NA,7.4,1,15.1,1.7,15.2,1.5,24.8,2.2,3.7,0.6,3.6,0.9,4.4,1,4.5,1.2,24.1,1,NA,NA,155858,5355,1.3,0.7,24.8,2.1,49.4,3.3,24.5,3,NA,NA,/ACS_15_1YR_S0801.csv,NA,NA,13,1.5,21.2,2.4,11.9,NA,14.5,NA,37.5,NA,17.8,NA,1.9,NA,NA,NA,11.3,NA,15
0500000US12057,12057,"Hillsborough County, Florida",664120,7081,88.3,0.6,79.2,0.9,9.2,0.7,6.7,0.6,1.4,0.3,1.1,0.2,1.06,0.01,1.6,0.3,1.6,0.3,0.7,0.2,1.2,0.2,6.7,0.4,NA,NA,99,0.2,87.2,0.7,11.8,0.7,1,0.2,NA,NA,94.1,0.7,30.7,1,63.4,1.2,5.9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619698,7443,NA,NA,3.8,0.5,2.9,0.4,4.1,0.5,9.1,0.7,10.5,0.6,17,0.9,12.3,0.9,5.1,0.5,24.5,0.9,NA,NA,NA,NA,8.6,0.7,12.4,1,13.4,0.9,16.3,1,6.1,0.5,8.8,0.6,10.4,0.6,7.6,0.6,27.5,0.5,NA,NA,660046,7043,2.8,0.5,24.1,1,46.3,1.4,26.8,1.2,NA,NA,/ACS_16_1YR_S0801.csv,NA,NA,10.8,0.7,16.4,0.9,10.5,NA,12.1,NA,19,NA,14.9,NA,0.8,NA,NA,NA,8.9,NA,16
0500000US12081,12081,"Manatee County, Florida",154973,3799,89.9,1.3,80.2,2.2,9.7,1.7,8.2,1.6,1,0.6,0.4,0.2,1.06,0.01,0.8,0.3,1,0.5,0.3,0.2,1.4,0.6,6.6,1,NA,NA,98.3,0.6,70,1.9,28.3,2,1.7,0.6,NA,NA,43.1,2.5,8.3,1.2,34.8,2.4,56.9,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144701,4214,NA,NA,3,0.8,4.3,1.1,4.1,0.9,8.2,1.4,9.6,1.5,17.8,2.1,9.5,1.5,4.6,0.9,24.6,2.2,NA,NA,NA,NA,9.8,1.5,15.2,2.1,16,2.4,15,2,7.4,1.4,6.5,1.3,6.4,1,7.4,1.6,26.3,1.3,NA,NA,154376,3890,1.2,0.5,20.6,2.2,47.1,3.3,31.1,2.7,NA,NA,/ACS_16_1YR_S0801.csv,NA,NA,14.4,1.8,16.3,2.1,15.4,NA,17.4,NA,29.2,NA,19.2,NA,1.1,NA,NA,NA,13.6,NA,16
0500000US12103,12103,"Pinellas County, Florida",436805,7535,85.2,1,77.4,1.1,7.8,0.6,6.4,0.6,1.1,0.3,0.3,0.2,1.05,0.01,1.6,0.4,1.7,0.4,1.3,0.3,1.9,0.4,8.2,0.7,NA,NA,98.7,0.3,85.3,1.1,13.4,1,1.3,0.3,NA,NA,88.9,0.9,31.1,1.2,57.7,1.5,11.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400862,7548,NA,NA,3,0.5,2.8,0.6,3.7,0.5,8,0.7,9.8,0.8,13.2,0.8,12.7,1,6.2,0.6,28.2,1.4,NA,NA,NA,NA,11.1,0.8,14.9,1.1,17,1,17,0.9,6.3,0.6,7.5,0.7,7.3,0.8,5.7,0.7,24.6,0.5,NA,NA,434398,7691,3,0.6,27.7,1.4,45.8,1.8,23.5,1.5,NA,NA,/ACS_16_1YR_S0801.csv,NA,NA,12.2,0.8,13.3,0.8,14.9,NA,15.7,NA,26.3,NA,19,NA,1,NA,NA,NA,11.1,NA,16
0500000US12115,12115,"Sarasota County, Florida",161481,5506,87.8,1.7,80.6,2.2,7.2,1.6,5.3,1.2,1.2,0.7,0.7,0.5,1.05,0.01,1.3,0.5,0.8,0.3,0.9,0.3,0.8,0.4,8.4,1.7,NA,NA,98.2,0.6,85,1.7,13.1,1.7,1.8,0.6,NA,NA,83.5,2,24.1,2.8,59.4,2.9,16.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147989,6228,NA,NA,3.4,1,3.2,1.1,3.3,0.8,8.5,1.5,9.6,1.3,15.4,2.1,16.4,1.8,6.3,1.1,23.4,2.1,NA,NA,NA,NA,8.7,1.4,13.3,1.3,16.7,1.7,23.9,2.6,4,0.7,5.4,1,4.4,0.9,4.8,1.4,25.6,2.1,NA,NA,161258,5466,1.3,0.5,20.9,2.3,48.6,3.2,29.2,2.8,NA,NA,/ACS_16_1YR_S0801.csv,NA,NA,10.4,1.4,18.7,2.9,14,NA,15.2,NA,36.5,NA,17.4,NA,1.6,NA,NA,NA,12.5,NA,16
