GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC03_EST_VC40,HC03_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC03_EST_VC41,HC03_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC03_EST_VC42,HC03_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43,HC03_EST_VC43,HC03_MOE_VC43,HC01_EST_VC46,HC01_MOE_VC46,HC02_EST_VC46,HC02_MOE_VC46,HC03_EST_VC46,HC03_MOE_VC46,HC01_EST_VC47,HC01_MOE_VC47,HC02_EST_VC47,HC02_MOE_VC47,HC03_EST_VC47,HC03_MOE_VC47,HC01_EST_VC48,HC01_MOE_VC48,HC02_EST_VC48,HC02_MOE_VC48,HC03_EST_VC48,HC03_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC02_EST_VC49,HC02_MOE_VC49,HC03_EST_VC49,HC03_MOE_VC49,HC01_EST_VC50,HC01_MOE_VC50,HC02_EST_VC50,HC02_MOE_VC50,HC03_EST_VC50,HC03_MOE_VC50,HC01_EST_VC51,HC01_MOE_VC51,HC02_EST_VC51,HC02_MOE_VC51,HC03_EST_VC51,HC03_MOE_VC51,HC01_EST_VC52,HC01_MOE_VC52,HC02_EST_VC52,HC02_MOE_VC52,HC03_EST_VC52,HC03_MOE_VC52,HC01_EST_VC53,HC01_MOE_VC53,HC02_EST_VC53,HC02_MOE_VC53,HC03_EST_VC53,HC03_MOE_VC53,HC01_EST_VC54,HC01_MOE_VC54,HC02_EST_VC54,HC02_MOE_VC54,HC03_EST_VC54,HC03_MOE_VC54,HC01_EST_VC55,HC01_MOE_VC55,HC02_EST_VC55,HC02_MOE_VC55,HC03_EST_VC55,HC03_MOE_VC55,HC01_EST_VC59,HC01_MOE_VC59,HC02_EST_VC59,HC02_MOE_VC59,HC03_EST_VC59,HC03_MOE_VC59,HC01_EST_VC60,HC01_MOE_VC60,HC02_EST_VC60,HC02_MOE_VC60,HC03_EST_VC60,HC03_MOE_VC60,HC01_EST_VC61,HC01_MOE_VC61,HC02_EST_VC61,HC02_MOE_VC61,HC03_EST_VC61,HC03_MOE_VC61,HC01_EST_VC62,HC01_MOE_VC62,HC02_EST_VC62,HC02_MOE_VC62,HC03_EST_VC62,HC03_MOE_VC62,HC01_EST_VC63,HC01_MOE_VC63,HC02_EST_VC63,HC02_MOE_VC63,HC03_EST_VC63,HC03_MOE_VC63,HC01_EST_VC66,HC01_MOE_VC66,HC02_EST_VC66,HC02_MOE_VC66,HC03_EST_VC66,HC03_MOE_VC66,HC01_EST_VC67,HC01_MOE_VC67,HC02_EST_VC67,HC02_MOE_VC67,HC03_EST_VC67,HC03_MOE_VC67,HC01_EST_VC68,HC01_MOE_VC68,HC02_EST_VC68,HC02_MOE_VC68,HC03_EST_VC68,HC03_MOE_VC68,HC01_EST_VC69,HC01_MOE_VC69,HC02_EST_VC69,HC02_MOE_VC69,HC03_EST_VC69,HC03_MOE_VC69,HC01_EST_VC70,HC01_MOE_VC70,HC02_EST_VC70,HC02_MOE_VC70,HC03_EST_VC70,HC03_MOE_VC70,HC01_EST_VC71,HC01_MOE_VC71,HC02_EST_VC71,HC02_MOE_VC71,HC03_EST_VC71,HC03_MOE_VC71
0500000US12057,12057,"Hillsborough County, Florida",553546,8445,285620,5533,267926,5591,89.3,1.0,88.3,1.4,90.3,1.2,79.3,1.1,78.1,1.5,80.6,1.5,9.9,1.0,10.2,1.3,9.7,1.0,7.8,0.8,7.7,1.1,8.0,0.9,1.5,0.4,1.9,0.7,1.2,0.3,0.6,0.2,0.7,0.3,0.4,0.2,1.06,0.01,1.07,0.01,1.06,0.01,1.8,0.5,1.7,0.7,2.0,0.6,1.3,0.3,1.5,0.4,1.2,0.3,0.9,0.3,1.2,0.5,0.6,0.2,1.3,0.4,1.7,0.5,0.8,0.4,5.4,0.7,5.6,0.9,5.1,0.9,98.9,0.3,98.6,0.4,99.1,0.3,88.5,0.9,86.6,1.2,90.5,1.1,10.4,0.8,12.0,1.2,8.6,1.1,1.1,0.3,1.4,0.4,0.9,0.3,92.8,0.8,92.7,1.0,92.8,1.0,31.0,1.2,30.4,1.5,31.7,1.6,61.7,1.3,62.4,1.7,61.1,1.8,7.2,0.8,7.3,1.0,7.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,523766,8666,269492,5261,254274,5705,3.3,0.5,4.6,0.7,2.0,0.6,2.2,0.3,2.8,0.5,1.6,0.4,3.7,0.5,4.6,0.9,2.7,0.6,8.6,0.7,9.3,1.0,7.7,0.9,9.6,0.7,8.8,1.0,10.4,1.1,16.9,1.0,17.0,1.3,16.7,1.4,10.4,0.8,9.5,1.0,11.4,1.1,14.1,0.9,13.2,1.3,14.9,1.2,5.5,0.6,5.3,0.8,5.6,0.8,25.8,1.2,24.8,1.8,26.9,1.5,10.5,0.9,10.5,1.4,10.4,1.1,13.2,0.9,12.7,1.2,13.7,1.4,15.3,0.9,14.3,1.4,16.3,1.3,15.4,1.1,15.8,1.4,15.0,1.4,7.0,0.7,6.7,0.9,7.4,0.9,16.8,1.0,16.0,1.4,17.6,1.3,7.3,0.7,7.8,1.0,6.8,0.9,9.2,0.8,9.8,1.2,8.5,1.0,5.3,0.6,6.3,0.9,4.2,0.7,25.5,0.5,26.7,0.7,24.3,0.6,550399,8676,283664,5680,266735,5544,3.3,0.7,3.8,1.0,2.7,0.5,26.0,1.1,23.1,1.5,29.0,1.3,47.3,1.6,49.1,1.9,45.4,1.7,23.5,1.5,24.0,1.6,23.0,1.8,6.8,,,,,,8.1,,,,,,7.8,,,,,,13.8,,,,,,11.1,,,,,,1.0,,,,,
0500000US12081,12081,"Manatee County, Florida",124927,4225,65055,2974,59872,2722,91.4,1.6,90.6,2.2,92.2,1.9,81.6,2.6,78.8,3.7,84.7,2.7,9.7,1.9,11.8,2.8,7.5,1.9,7.3,1.7,9.4,2.5,4.9,1.5,1.6,0.9,2.0,1.4,1.2,0.6,0.9,0.5,0.3,0.3,1.4,1.0,1.06,0.01,1.07,0.02,1.05,0.01,1.0,0.7,1.2,0.9,0.7,0.8,1.5,0.6,1.6,0.9,1.5,0.8,0.3,0.2,0.5,0.4,0.2,0.3,1.0,0.5,1.6,0.9,0.4,0.3,4.8,1.2,4.5,1.5,5.1,1.8,98.9,0.5,98.7,0.6,99.1,0.7,73.6,2.4,73.1,3.8,74.2,3.3,25.3,2.4,25.7,3.8,24.8,3.2,1.1,0.5,1.3,0.6,0.9,0.7,43.0,3.0,43.2,4.4,42.7,3.1,8.0,1.6,7.5,2.3,8.5,2.1,35.0,3.3,35.7,4.6,34.2,3.2,57.0,3.0,56.8,4.4,57.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,118948,4040,62120,3077,56828,2596,2.6,0.8,3.3,1.5,1.9,1.0,3.2,1.2,4.3,1.8,2.1,1.1,2.8,0.8,3.2,1.1,2.5,1.1,7.5,1.8,7.6,2.3,7.4,2.4,9.9,1.5,10.5,2.2,9.2,2.0,14.4,1.9,15.2,2.7,13.5,2.4,15.0,1.8,13.5,2.6,16.6,2.6,11.0,1.6,11.9,2.3,10.0,2.1,5.6,1.0,4.0,1.2,7.3,1.6,27.9,2.3,26.5,3.4,29.5,3.0,11.1,1.6,12.0,2.6,10.2,2.2,13.8,1.8,12.1,2.2,15.5,2.9,18.6,2.5,17.2,3.5,20.1,3.4,19.2,2.4,19.2,3.2,19.1,3.3,5.5,1.0,5.8,1.5,5.3,1.3,15.5,2.2,15.6,2.9,15.4,3.1,5.9,1.4,5.5,1.9,6.3,1.8,5.6,1.3,6.2,1.8,5.0,1.6,4.8,1.1,6.4,1.7,3.1,1.4,23.2,1.1,24.5,1.6,21.7,1.3,124492,4280,64620,2975,59872,2722,3.6,1.6,4.1,1.9,3.0,1.6,24.1,2.8,21.2,3.6,27.3,3.4,48.5,3.9,50.8,4.7,46.1,4.5,23.7,3.8,23.9,4.6,23.6,4.0,6.8,,,,,,10.1,,,,,,9.6,,,,,,17.0,,,,,,14.2,,,,,,2.4,,,,,
0500000US12103,12103,"Pinellas County, Florida",403152,7580,201667,5728,201485,4592,89.0,0.9,87.7,1.4,90.3,1.2,81.1,1.2,79.4,1.7,82.8,1.3,7.9,0.9,8.3,1.4,7.6,0.9,6.5,0.8,6.6,1.0,6.5,0.9,1.0,0.4,1.2,0.8,0.7,0.3,0.4,0.2,0.4,0.2,0.4,0.2,1.05,0.01,1.05,0.01,1.05,0.01,1.7,0.5,1.6,0.6,1.9,0.6,2.0,0.4,2.5,0.8,1.5,0.4,0.9,0.2,1.4,0.4,0.4,0.2,1.5,0.4,1.9,0.5,1.1,0.5,4.8,0.5,4.8,0.7,4.7,0.8,99.1,0.3,98.5,0.5,99.7,0.1,86.7,0.9,85.0,1.4,88.4,1.1,12.4,0.8,13.5,1.2,11.3,1.1,0.9,0.3,1.5,0.5,0.3,0.1,88.5,1.0,88.9,1.2,88.1,1.3,31.1,1.1,29.9,1.7,32.2,1.6,57.4,1.5,59.0,1.8,55.9,2.0,11.5,1.0,11.1,1.2,11.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,383858,7934,191919,5717,191939,4875,2.3,0.4,2.9,0.7,1.7,0.5,2.3,0.4,3.2,0.7,1.5,0.4,3.5,0.5,4.2,0.8,2.9,0.6,7.5,0.7,8.5,1.1,6.4,0.9,9.8,0.7,10.6,1.0,9.0,1.1,14.7,1.1,14.5,1.6,14.9,1.5,13.5,1.0,13.3,1.4,13.8,1.4,13.7,1.0,13.2,1.3,14.1,1.4,7.4,0.7,5.7,0.8,9.1,1.2,25.3,1.4,24.0,1.9,26.6,1.9,11.4,1.0,11.1,1.3,11.8,1.2,16.8,1.1,15.4,1.5,18.1,1.4,18.2,1.1,17.9,1.6,18.6,1.3,17.3,1.0,18.0,1.5,16.5,1.4,6.9,0.7,6.8,0.9,7.0,0.9,14.9,1.1,16.2,1.5,13.6,1.2,4.6,0.6,3.8,0.7,5.3,0.9,5.7,0.6,6.2,0.8,5.2,0.9,4.2,0.6,4.5,0.8,3.8,0.9,22.8,0.7,23.6,0.9,22.0,0.8,401236,7863,200857,5985,200379,4514,3.3,0.5,3.8,0.7,2.8,0.7,27.1,1.4,24.3,1.7,30.0,1.8,48.8,1.7,49.7,1.9,47.9,2.2,20.8,1.5,22.3,1.7,19.3,1.8,7.8,,,,,,10.6,,,,,,10.1,,,,,,16.6,,,,,,13.2,,,,,,1.6,,,,,
0500000US12115,12115,"Sarasota County, Florida",143320,4511,71516,3224,71804,2854,87.9,1.7,86.0,2.3,89.8,2.0,80.9,2.1,78.5,3.0,83.2,2.5,7.0,1.2,7.4,1.7,6.6,1.5,5.8,1.0,5.6,1.2,6.0,1.5,0.6,0.4,0.7,0.7,0.6,0.3,0.6,0.6,1.1,1.2,0.0,0.3,1.05,0.01,1.05,0.01,1.04,0.01,1.4,0.9,1.9,1.3,0.9,0.7,2.1,0.9,2.3,1.1,1.9,1.2,1.7,0.6,2.7,1.2,0.7,0.4,1.3,0.5,1.8,0.9,0.8,0.5,5.7,1.1,5.3,1.4,6.0,1.7,98.7,0.5,98.4,0.6,99.1,0.7,80.0,1.8,77.6,2.6,82.4,2.6,18.7,1.7,20.8,2.5,16.7,2.5,1.3,0.5,1.6,0.6,0.9,0.7,78.4,2.0,78.4,2.5,78.5,2.8,19.0,1.9,19.1,2.4,18.9,2.6,59.4,2.3,59.3,3.2,59.6,3.4,21.6,2.0,21.6,2.5,21.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,135190,4453,67693,2982,67497,2983,2.4,0.7,3.4,1.2,1.4,0.9,2.3,0.8,3.2,1.3,1.4,0.8,3.0,0.8,3.3,1.1,2.8,1.1,7.1,1.4,8.7,2.0,5.5,1.6,8.1,1.4,7.7,1.7,8.5,1.9,14.9,2.2,18.2,3.6,11.6,2.4,14.8,1.9,12.9,2.4,16.8,2.5,12.0,1.4,11.7,2.2,12.2,2.3,8.9,1.3,7.8,1.6,10.0,2.1,26.5,2.1,23.1,3.0,29.8,3.1,13.4,1.7,11.9,2.1,14.9,2.6,19.3,2.3,18.5,2.7,20.1,3.3,17.6,1.9,19.2,2.9,15.9,2.6,17.1,1.8,16.7,2.5,17.5,2.3,7.0,1.4,7.4,1.9,6.6,1.8,10.8,1.6,10.0,1.7,11.6,2.3,4.9,1.1,4.7,1.4,5.0,1.5,3.9,1.1,4.4,1.6,3.5,1.8,6.0,1.1,7.1,1.7,4.9,1.3,22.0,0.9,23.0,1.3,21.0,1.3,142514,4566,71028,3222,71486,2933,3.0,1.0,3.3,1.4,2.7,1.3,24.1,2.0,19.3,2.3,28.8,3.2,44.4,3.0,46.2,3.5,42.6,3.6,28.5,3.2,31.1,3.9,25.9,3.4,6.7,,,,,,8.0,,,,,,7.2,,,,,,15.1,,,,,,12.2,,,,,,1.3,,,,,
